Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
40,302,6,3,1,601,2,75,3,4,3,13237,7,15,80,0,22,3,3,20,5,13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
39,443,8,1,1,602,3,48,3,1,3,3755,1,11,80,1,8,3,3,8,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,828,2,1,1,604,2,77,3,2,4,6582,4,13,80,0,10,2,4,6,0,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
42,319,24,3,1,605,4,56,3,3,1,7406,1,21,80,1,10,5,2,10,5,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45,561,2,3,1,606,4,61,3,2,2,4805,0,19,80,1,9,3,4,8,3,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26,426,17,4,1,608,2,58,3,1,3,2741,0,11,80,1,8,2,2,7,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29,232,19,3,1,611,4,34,3,2,4,4262,4,12,80,2,8,2,4,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33,922,1,5,1,612,1,95,4,4,3,16184,4,19,80,1,10,2,3,6,0,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31,688,7,3,1,613,3,44,2,3,4,11557,9,21,80,1,10,3,2,5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18,1306,5,3,1,614,2,69,3,1,2,1878,1,14,80,0,0,3,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40,1094,28,3,1,615,3,58,1,3,1,10932,3,15,80,1,20,2,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41,509,2,4,1,616,1,62,2,2,3,6811,2,17,80,0,10,3,3,8,0,7,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
26,775,29,2,1,618,1,45,3,2,3,4306,5,12,80,2,8,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35,195,1,3,1,620,1,80,3,2,3,4859,1,16,80,0,5,3,3,5,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,258,21,4,1,621,4,74,4,2,4,5337,1,12,80,0,10,3,3,10,5,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26,471,24,3,1,622,3,66,1,1,4,2340,1,18,80,0,1,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
37,799,1,3,1,623,2,59,3,3,4,7491,4,17,80,0,12,3,4,6,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46,1034,18,1,1,624,1,86,3,3,3,10527,5,11,80,0,28,3,2,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
41,1276,2,5,1,625,2,91,3,4,1,16595,7,16,80,1,22,2,3,18,11,8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
37,142,9,4,1,626,1,69,3,3,2,8834,1,13,80,1,9,6,3,9,7,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52,956,6,2,1,630,4,78,3,2,1,5577,3,12,80,2,18,3,3,10,6,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32,1474,11,4,1,631,4,60,4,2,3,4707,8,12,80,0,6,2,3,4,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,535,24,3,1,632,4,38,3,1,4,2400,0,13,80,2,3,3,3,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,1495,10,3,1,634,3,76,3,2,3,9824,3,19,80,1,18,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
37,446,1,4,1,635,2,65,3,2,2,6447,6,12,80,1,8,2,2,6,4,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49,1245,18,4,1,638,4,58,2,5,3,19502,1,17,80,1,31,5,3,31,0,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24,691,23,3,1,639,2,89,4,1,4,2725,1,11,80,2,6,3,3,6,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,703,28,2,1,641,1,66,3,2,2,6272,1,20,80,2,6,5,4,5,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24,823,17,2,1,643,4,94,2,1,2,2127,1,21,80,1,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50,1246,3,3,1,644,1,99,3,5,2,18200,1,11,80,1,32,2,3,32,10,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25,622,13,1,1,645,2,40,3,1,3,2096,1,11,80,0,7,1,3,7,0,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24,1287,7,3,1,647,1,55,3,1,3,2886,1,16,80,1,6,4,3,6,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,448,12,4,1,648,2,74,2,1,1,2033,1,18,80,1,1,2,4,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,254,1,2,1,649,2,83,2,1,4,3622,1,13,80,1,6,3,3,6,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,1365,13,4,1,650,2,46,3,2,1,4233,2,17,80,0,9,2,1,3,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35,538,25,2,1,652,1,54,2,2,4,3681,4,14,80,0,9,3,3,3,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
31,525,6,4,1,653,1,66,4,2,4,5460,4,22,80,2,13,4,4,7,5,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27,798,6,4,1,655,1,66,2,1,3,2187,0,12,80,2,6,5,2,5,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37,558,2,3,1,656,4,75,3,2,3,9602,4,11,80,1,17,3,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20,959,1,3,1,657,4,83,2,1,2,2836,1,13,80,0,1,0,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,622,2,4,1,659,3,81,3,2,4,4089,1,13,80,2,10,4,3,10,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
43,782,6,4,1,661,2,50,2,4,4,16627,4,14,80,1,21,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38,362,1,1,1,662,3,43,3,1,1,2619,3,17,80,0,8,3,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43,1001,9,5,1,663,4,72,3,2,3,5679,3,13,80,1,10,3,3,8,4,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
48,1236,1,4,1,664,4,40,2,4,1,15402,7,11,80,1,21,3,1,3,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44,1112,1,4,1,665,1,50,2,2,3,5985,4,11,80,0,10,1,4,2,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34,204,14,3,1,666,3,31,3,1,3,2579,1,18,80,2,8,3,3,8,0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27,1420,2,1,1,667,3,85,3,1,1,3041,0,11,80,1,5,3,3,4,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,1343,22,1,1,669,3,49,3,1,3,3447,1,11,80,0,3,2,3,3,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,1315,3,4,1,671,4,35,3,5,4,19513,4,12,80,1,26,2,4,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22,604,6,1,1,675,1,69,3,1,3,2773,0,20,80,0,3,3,3,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33,1216,8,4,1,677,3,39,3,2,3,7104,0,12,80,0,6,3,3,5,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,646,9,4,1,679,1,92,3,2,4,6322,1,12,80,1,6,2,2,6,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,160,3,3,1,680,3,71,3,1,3,2083,1,20,80,1,1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
53,238,1,1,1,682,4,34,3,2,1,8381,7,20,80,0,18,2,4,14,8,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,1397,1,5,1,683,2,42,3,1,4,2691,1,12,80,1,10,4,2,10,8,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,306,26,4,1,684,1,100,3,2,1,4286,2,14,80,2,5,4,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26,991,6,3,1,686,3,71,3,1,4,2659,1,13,80,1,3,2,3,3,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37,482,3,3,1,689,3,36,3,3,3,9434,1,15,80,1,10,2,3,10,7,8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,1176,3,2,1,690,2,62,3,2,3,5561,1,14,80,1,6,5,2,6,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35,1017,6,4,1,691,2,82,1,2,4,6646,1,13,80,0,17,3,3,17,11,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,1296,6,3,1,692,3,30,3,2,4,7725,3,23,80,1,15,2,1,13,4,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54,397,19,4,1,698,3,88,3,3,2,10725,2,15,80,1,16,1,4,9,7,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
36,913,9,2,1,699,2,48,2,2,2,8847,2,11,80,1,13,2,3,3,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,1115,3,4,1,700,1,54,2,1,4,2045,0,13,80,0,5,0,3,4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,1362,10,1,1,701,4,32,3,1,3,1009,1,11,80,0,1,5,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33,1076,3,3,1,702,1,70,3,1,1,3348,1,11,80,0,10,3,3,10,9,7,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,727,3,3,1,704,3,41,2,1,3,1281,1,18,80,2,1,3,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,885,4,3,1,705,1,58,4,1,1,2819,2,16,80,1,5,3,4,3,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,810,8,3,1,707,4,57,4,2,2,4851,0,22,80,1,4,4,3,3,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38,243,7,4,1,709,4,46,2,2,4,4028,0,20,80,0,8,2,3,7,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29,806,1,4,1,710,2,76,1,1,4,2720,1,18,80,1,10,5,3,10,2,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48,817,2,1,1,712,2,56,4,2,2,8120,3,12,80,0,12,3,3,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,1410,3,1,1,714,4,71,4,2,4,4647,1,20,80,2,6,3,3,6,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37,1225,10,2,1,715,4,80,4,1,4,4680,3,17,80,0,4,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,1207,28,1,1,716,4,74,4,1,3,3221,1,11,80,3,20,3,3,20,3,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
34,1442,9,3,1,717,4,46,2,3,2,8621,1,14,80,0,9,3,4,8,7,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24,693,3,2,1,720,1,65,3,2,3,4577,9,14,80,0,4,3,3,2,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
39,408,2,4,1,721,4,80,2,2,3,4553,1,11,80,0,20,4,3,20,11,10,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
32,929,10,3,1,722,4,55,3,2,4,5396,1,12,80,0,10,2,2,10,0,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,562,8,2,1,723,2,50,3,2,3,6796,3,14,80,1,18,4,3,4,1,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38,827,1,4,1,724,2,33,4,2,4,7625,0,13,80,0,10,4,2,9,1,8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27,608,1,2,1,725,3,68,3,3,1,7412,1,11,80,0,9,3,3,9,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32,1018,3,2,1,727,3,39,3,3,4,11159,3,15,80,0,10,6,3,7,7,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,703,14,4,1,728,4,42,3,2,1,4960,2,12,80,0,20,2,3,7,1,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,580,5,4,1,729,4,48,2,3,1,10475,5,21,80,1,20,2,3,18,1,12,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53,970,7,3,1,730,3,59,4,4,3,14814,3,19,80,0,32,3,3,5,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
41,427,10,4,1,731,2,73,2,5,4,19141,3,15,80,3,23,2,2,21,12,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,1179,16,4,1,732,1,84,3,2,1,5405,8,14,80,0,10,1,3,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,294,10,2,1,733,4,32,3,3,1,8793,1,21,80,2,9,4,2,9,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
41,314,1,3,1,734,4,59,2,5,3,19189,1,12,80,1,22,3,3,22,2,10,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,316,8,4,1,738,4,54,3,1,2,3875,7,15,80,1,4,2,3,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28,654,1,2,1,741,1,67,1,1,2,2216,7,13,80,0,10,4,3,7,3,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,427,8,3,1,742,1,63,4,3,1,11713,9,14,80,1,10,2,3,8,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38,168,1,3,1,743,3,81,3,3,3,7861,4,14,80,0,10,4,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44,381,24,3,1,744,1,49,1,1,3,3708,2,14,80,0,9,5,3,5,1,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
47,217,3,3,1,746,4,49,3,4,3,13770,9,12,80,2,28,2,2,22,11,13,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30,501,27,5,1,747,3,99,3,2,4,5304,7,23,80,1,10,2,2,8,7,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29,1396,10,3,1,749,3,99,3,1,3,2642,1,11,80,0,1,6,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,933,19,3,1,752,3,57,4,1,3,2759,6,12,80,0,7,2,3,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
43,775,15,3,1,754,4,47,2,2,4,6804,3,18,80,1,7,5,3,2,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34,970,8,2,1,757,2,96,3,2,3,6142,3,11,80,0,10,2,3,5,4,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23,650,9,1,1,758,2,37,3,1,1,2500,1,14,80,1,5,2,4,4,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
39,141,3,3,1,760,3,44,4,2,2,6389,9,15,80,1,12,3,1,8,3,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,832,9,3,1,762,3,81,3,4,4,11103,7,11,80,0,30,1,2,10,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40,804,2,1,1,763,4,86,2,1,4,2342,0,20,80,0,5,2,2,4,2,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27,975,7,3,1,764,4,55,2,2,1,6811,8,19,80,0,9,2,1,7,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
29,1090,10,3,1,766,4,83,3,1,2,2297,1,14,80,2,2,2,3,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
53,346,6,3,1,769,4,86,3,2,4,2450,2,17,80,0,19,4,3,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1225,2,4,1,771,4,61,3,2,1,5093,2,11,80,1,16,2,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
32,430,24,4,1,772,1,80,3,2,4,5309,1,15,80,2,10,2,3,10,4,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38,268,2,5,1,773,4,92,3,1,3,3057,6,13,80,1,6,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34,167,8,5,1,775,2,32,3,2,1,5121,3,14,80,1,7,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,621,3,4,1,776,3,31,2,4,1,16856,1,11,80,0,34,3,4,34,1,16,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
33,527,1,4,1,780,4,63,3,1,4,2686,1,13,80,0,10,2,2,10,7,8,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25,883,26,1,1,781,3,32,3,2,4,6180,1,23,80,0,6,5,2,6,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
45,954,2,2,1,783,2,46,1,2,3,6632,0,13,80,0,9,3,3,8,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23,310,10,1,1,784,1,79,4,1,3,3505,1,18,80,0,2,3,3,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47,719,27,2,1,785,2,77,4,2,3,6397,4,12,80,0,8,2,3,5,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34,304,2,3,1,786,4,60,3,2,4,6274,1,22,80,0,6,5,3,6,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55,725,2,3,1,787,4,78,3,5,1,19859,5,13,80,1,24,2,3,5,1,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36,1434,8,4,1,789,1,76,2,3,1,7587,1,15,80,0,10,1,3,10,0,9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52,715,19,4,1,791,4,41,3,1,4,4258,0,18,80,1,5,3,3,4,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,575,1,2,1,792,1,71,1,1,4,4364,3,14,80,1,5,2,3,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,657,27,3,1,793,2,66,3,2,3,4335,4,12,80,1,11,3,2,8,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26,1146,8,3,1,796,4,38,2,2,1,5326,6,17,80,0,6,2,2,4,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,182,1,4,1,797,2,72,4,1,4,3280,2,16,80,0,10,2,3,4,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54,376,19,4,1,799,4,95,3,2,1,5485,9,11,80,2,9,4,3,5,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,829,8,1,1,800,3,84,3,2,4,4342,0,19,80,1,5,3,3,4,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,571,10,1,1,802,4,82,3,1,1,2782,0,13,80,2,6,3,2,5,4,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38,240,2,4,1,803,1,75,4,2,1,5980,6,12,80,0,17,2,3,15,4,12,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34,121,2,4,1,804,3,86,2,1,1,4381,1,11,80,0,6,3,3,6,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35,384,8,4,1,805,1,72,3,1,4,2572,1,16,80,1,3,1,2,3,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,921,1,3,1,806,4,38,1,1,3,3833,3,21,80,2,7,2,3,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40,791,2,2,1,807,3,38,4,2,2,4244,1,24,80,1,8,2,3,8,3,7,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
34,1111,8,2,1,808,3,93,3,2,1,6500,5,17,80,1,6,1,3,3,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
42,570,8,3,1,809,2,66,3,5,4,18430,1,13,80,1,24,4,2,24,14,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23,1243,6,3,1,811,3,63,4,1,1,1601,1,21,80,2,1,2,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1092,9,3,1,812,3,60,2,1,2,2694,1,11,80,3,1,4,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,1325,11,4,1,813,4,82,3,2,3,3149,8,20,80,1,9,3,3,5,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50,691,2,3,1,815,3,64,3,4,3,17639,5,16,80,0,30,3,3,4,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,805,1,2,1,816,2,36,2,1,1,2319,1,11,80,1,1,1,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,213,7,3,1,817,3,49,3,3,3,11691,0,11,80,0,14,3,4,13,3,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
33,118,16,3,1,819,1,69,3,2,1,5324,5,15,80,0,6,3,3,3,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,202,2,2,1,820,3,33,3,4,4,16752,1,11,80,1,26,3,2,26,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36,676,1,3,1,823,3,35,3,2,2,5228,0,15,80,1,10,2,3,9,0,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,1252,23,2,1,824,3,81,4,1,3,2700,1,24,80,1,10,3,3,10,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58,286,2,4,1,825,4,31,3,5,2,19246,7,12,80,0,40,2,3,31,13,8,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35,1258,1,4,1,826,4,40,4,1,3,2506,3,13,80,0,7,0,3,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,932,1,2,1,827,4,43,2,2,4,6062,9,13,80,1,8,4,3,4,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28,890,2,4,1,828,3,46,3,1,3,4382,6,17,80,0,5,3,2,2,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
